0	10
1	9
2	11
3	5
4	4
5	4
6	7
7	9
8	7
9	7
10	7
11	9
12	2
13	8
14	8
15	7
16	10
17	5
18	11
19	3
20	8
21	3
22	10
23	9
24	8
25	9
26	5
27	6
28	5
29	5
30	12
31	12
32	8
33	13
34	9
35	9
36	10
37	11
38	8
39	6
40	11
41	6
42	17
43	6
44	12
45	11
46	11
47	6
48	12
49	21
50	11
51	13
52	14
53	9
54	20
55	13
56	13
57	18
58	10
59	12
60	6
61	14
62	18
63	21
64	14
65	12
66	15
67	14
68	16
69	13
70	14
71	18
72	13
73	24
74	25
75	13
76	19
77	22
78	9
79	12
80	16
81	18
82	16
83	19
84	19
85	13
86	24
87	21
88	14
89	11
90	26
91	15
92	23
93	17
94	22
95	22
96	28
97	29
98	23
99	22
100	23
101	24
102	19
103	21
104	26
105	21
106	23
107	31
108	31
109	24
110	23
111	32
112	33
113	31
114	23
115	31
116	33
117	27
118	28
119	27
120	33
121	41
122	43
123	31
124	33
125	33
126	36
127	27
128	26
129	26
130	30
131	44
132	34
133	44
134	34
135	39
136	42
137	39
138	34
139	52
140	46
141	36
142	44
143	41
144	36
145	42
146	33
147	48
148	44
149	51
150	53
151	48
152	52
153	59
154	46
155	39
156	44
157	54
158	60
159	51
160	51
161	53
162	48
163	52
164	57
165	55
166	57
167	59
168	52
169	58
170	66
171	61
172	70
173	59
174	59
175	77
176	62
177	60
178	62
179	56
180	70
181	63
182	79
183	53
184	65
185	65
186	74
187	85
188	64
189	72
190	70
191	67
192	73
193	77
194	80
195	76
196	76
197	81
198	75
199	76
200	96
201	80
202	84
203	106
204	74
205	85
206	98
207	93
208	101
209	108
210	113
211	96
212	92
213	88
214	105
215	87
216	101
217	123
218	108
219	106
220	116
221	108
222	124
223	119
224	130
225	111
226	133
227	110
228	109
229	121
230	127
231	134
232	118
233	131
234	115
235	134
236	121
237	127
238	162
239	134
240	150
241	158
242	140
243	141
244	149
245	148
246	135
247	170
248	159
249	180
250	161
251	159
252	182
253	161
254	160
255	157
256	176
257	190
258	184
259	203
260	198
261	207
262	198
263	200
264	191
265	204
266	184
267	201
268	195
269	210
270	189
271	199
272	193
273	213
274	198
275	206
276	210
277	224
278	231
279	247
280	230
281	212
282	236
283	248
284	264
285	241
286	253
287	218
288	237
289	235
290	273
291	272
292	270
293	252
294	262
295	268
296	264
297	288
298	323
299	262
300	297
301	294
302	307
303	270
304	333
305	316
306	299
307	301
308	335
309	353
310	308
311	316
312	323
313	333
314	346
315	344
316	344
317	350
318	322
319	312
320	355
321	362
322	340
323	322
324	358
325	406
326	378
327	398
328	375
329	375
330	409
331	390
332	413
333	396
334	425
335	385
336	422
337	452
338	400
339	444
340	426
341	495
342	460
343	464
344	492
345	463
346	484
347	451
348	482
349	520
350	513
351	492
352	514
353	465
354	484
355	496
356	496
357	512
358	564
359	538
360	571
361	573
362	562
363	565
364	551
365	543
366	551
367	616
368	596
369	559
370	597
371	644
372	600
373	627
374	656
375	623
376	579
377	603
378	596
379	663
380	657
381	638
382	691
383	680
384	682
385	661
386	669
387	700
388	690
389	736
390	699
391	729
392	764
393	692
394	815
395	730
396	780
397	802
398	796
399	758
400	770
401	812
402	788
403	788
404	791
405	809
406	840
407	862
408	850
409	857
410	885
411	893
412	920
413	890
414	884
415	927
416	977
417	968
418	964
419	1005
420	951
421	999
422	988
423	1001
424	1006
425	994
426	1030
427	1032
428	1011
429	999
430	1112
431	1073
432	1067
433	1112
434	1207
435	1178
436	1118
437	1149
438	1181
439	1158
440	1196
441	1152
442	1206
443	1167
444	1187
445	1190
446	1204
447	1216
448	1311
449	1206
450	1238
451	1281
452	1257
453	1272
454	1325
455	1324
456	1242
457	1319
458	1373
459	1299
460	1376
461	1358
462	1397
463	1388
464	1378
465	1394
466	1432
467	1506
468	1409
469	1524
470	1476
471	1501
472	1607
473	1501
474	1481
475	1591
476	1524
477	1649
478	1583
479	1651
480	1625
481	1696
482	1676
483	1679
484	1697
485	1745
486	1700
487	1700
488	1758
489	1685
490	1742
491	1845
492	1906
493	1832
494	1840
495	1832
496	1831
497	1853
498	1888
499	1876
500	1939
501	1968
502	2011
503	1916
504	1957
505	1975
506	2009
507	1979
508	2007
509	1987
510	2029
511	2055
512	2134
513	2147
514	2143
515	2187
516	2140
517	2270
518	2221
519	2234
520	2354
521	2295
522	2199
523	2353
524	2298
525	2335
526	2374
527	2373
528	2393
529	2373
530	2559
531	2395
532	2485
533	2486
534	2488
535	2531
536	2512
537	2590
538	2589
539	2538
540	2626
541	2615
542	2686
543	2677
544	2762
545	2731
546	2752
547	2741
548	2746
549	2747
550	2729
551	2873
552	2865
553	2815
554	2901
555	2864
556	2963
557	2943
558	3085
559	3076
560	3109
561	3093
562	3030
563	3120
564	3072
565	3221
566	3108
567	3113
568	3150
569	3175
570	3201
571	3287
572	3360
573	3322
574	3365
575	3349
576	3484
577	3369
578	3464
579	3474
580	3427
581	3420
582	3521
583	3471
584	3557
585	3616
586	3597
587	3636
588	3697
589	3710
590	3739
591	3724
592	3697
593	3762
594	3800
595	3849
596	3946
597	3973
598	3927
599	3889
600	4013
601	4051
602	3835
603	4104
604	3989
605	3986
606	4171
607	4072
608	4240
609	4314
610	4136
611	4208
612	4237
613	4175
614	4289
615	4296
616	4435
617	4368
618	4390
619	4457
620	4493
621	4571
622	4588
623	4548
624	4518
625	4653
626	4636
627	4725
628	4760
629	4703
630	4907
631	4679
632	4945
633	4921
634	4997
635	4856
636	4960
637	4876
638	5061
639	4979
640	5108
641	5010
642	5088
643	5160
644	5229
645	5182
646	5319
647	5327
648	5366
649	5297
650	5253
651	5435
652	5467
653	5324
654	5605
655	5489
656	5575
657	5501
658	5539
659	5857
660	5517
661	5635
662	5766
663	5857
664	5900
665	5883
666	5809
667	5921
668	6124
669	5975
670	6133
671	6101
672	6102
673	6079
674	6202
675	6151
676	6152
677	6127
678	6340
679	6373
680	6266
681	6313
682	6590
683	6364
684	6454
685	6531
686	6542
687	6530
688	6493
689	6656
690	6718
691	6785
692	6636
693	6704
694	6851
695	6866
696	6863
697	6943
698	6884
699	7027
700	7085
701	7101
702	6868
703	7273
704	7270
705	7030
706	7264
707	7329
708	7266
709	7304
710	7421
711	7385
712	7461
713	7567
714	7648
715	7586
716	7563
717	7637
718	7624
719	7577
720	7753
721	7746
722	7902
723	7844
724	7846
725	7830
726	7833
727	7905
728	7890
729	8062
730	8085
731	7998
732	8222
733	8262
734	8288
735	8130
736	8361
737	8426
738	8471
739	8488
740	8613
741	8504
742	8578
743	8614
744	8471
745	8668
746	8580
747	8592
748	8757
749	8634
750	8850
751	8723
752	8931
753	9031
754	9041
755	9049
756	8977
757	8968
758	9115
759	9044
760	9213
761	9222
762	9405
763	9429
764	9249
765	9544
766	9590
767	9378
768	9594
769	9608
770	9456
771	9644
772	9787
773	9614
774	9538
775	9717
776	9774
777	9787
778	9737
779	9805
780	10098
781	9828
782	10145
783	10076
784	10033
785	9980
786	10246
787	10182
788	10158
789	10152
790	10368
791	10316
792	10456
793	10388
794	10395
795	10305
796	10694
797	10518
798	10561
799	10593
800	10513
801	10717
802	10718
803	10774
804	10731
805	10966
806	10822
807	10824
808	10890
809	11051
810	10999
811	11074
812	10982
813	11111
814	11279
815	11229
816	11189
817	11275
818	11218
819	11304
820	11569
821	11367
822	11428
823	11445
824	11647
825	11580
826	11457
827	11563
828	11811
829	11502
830	11617
831	11688
832	11971
833	11757
834	11588
835	11846
836	12086
837	12043
838	12119
839	11971
840	11987
841	12098
842	12118
843	12266
844	12279
845	12135
846	12377
847	12419
848	12416
849	12325
850	12360
851	12403
852	12439
853	12348
854	12427
855	12695
856	12575
857	12544
858	12734
859	12511
860	12679
861	12834
862	12630
863	12876
864	12781
865	13080
866	12880
867	12912
868	12784
869	12953
870	12976
871	12915
872	13075
873	12989
874	13158
875	13209
876	13024
877	13304
878	13318
879	13512
880	13340
881	13320
882	13356
883	13366
884	13483
885	13500
886	13504
887	13393
888	13541
889	13637
890	13586
891	13523
892	13891
893	13767
894	13913
895	13712
896	13857
897	13824
898	13910
899	13889
900	13755
901	13909
902	13926
903	13808
904	13838
905	13847
906	14066
907	14052
908	14236
909	14125
910	13939
911	14289
912	14112
913	14176
914	14046
915	14184
916	14228
917	14203
918	14422
919	14497
920	14318
921	14478
922	14517
923	14386
924	14406
925	14557
926	14518
927	14497
928	14327
929	14471
930	14443
931	14598
932	14413
933	14689
934	14574
935	14808
936	14637
937	14560
938	14738
939	14898
940	14830
941	14760
942	14594
943	14623
944	14808
945	14972
946	14968
947	14910
948	15015
949	14832
950	14722
951	14826
952	15060
953	14922
954	15105
955	15018
956	15004
957	15011
958	15367
959	14852
960	15151
961	15302
962	14895
963	15194
964	15001
965	15113
966	15292
967	15173
968	15074
969	15304
970	15201
971	15255
972	15445
973	15151
974	15219
975	15340
976	15184
977	15524
978	15190
979	15276
980	15475
981	15398
982	15390
983	15496
984	15506
985	15301
986	15326
987	15542
988	15302
989	15412
990	15384
991	15405
992	15437
993	15397
994	15687
995	15393
996	15399
997	15599
998	15657
999	15464
1000	15544
1001	15682
1002	15721
1003	15702
1004	15502
1005	15546
1006	15686
1007	15563
1008	15376
1009	15477
1010	15538
1011	15560
1012	15639
1013	15524
1014	15858
1015	15509
1016	15745
1017	15600
1018	15803
1019	15584
1020	15826
1021	15730
1022	15816
1023	15669
1024	15621
1025	15495
1026	15525
1027	15585
1028	15582
1029	15410
1030	15686
1031	15485
1032	15470
1033	15590
1034	15645
1035	15588
1036	15587
1037	15500
1038	15832
1039	15588
1040	15482
1041	15557
1042	15503
1043	15501
1044	15744
1045	15521
1046	15473
1047	15619
1048	15643
1049	15305
1050	15528
1051	15565
1052	15326
1053	15412
1054	15448
1055	15408
1056	15243
1057	15406
1058	15359
1059	15523
1060	15427
1061	15401
1062	15237
1063	15313
1064	15444
1065	15272
1066	15242
1067	15324
1068	15305
1069	15374
1070	15393
1071	15432
1072	15382
1073	15140
1074	15219
1075	15501
1076	15199
1077	15156
1078	15146
1079	15164
1080	15134
1081	15110
1082	15157
1083	15399
1084	15150
1085	15231
1086	15009
1087	15167
1088	15164
1089	15008
1090	15157
1091	14950
1092	15139
1093	15045
1094	14988
1095	15032
1096	14788
1097	14980
1098	14938
1099	14811
1100	14883
1101	15000
1102	15017
1103	14848
1104	14962
1105	14703
1106	14682
1107	14865
1108	14927
1109	14900
1110	14742
1111	14598
1112	14645
1113	14606
1114	14565
1115	14524
1116	14370
1117	14460
1118	14543
1119	14450
1120	14428
1121	14507
1122	14547
1123	14340
1124	14377
1125	14231
1126	14456
1127	14292
1128	14313
1129	14243
1130	14163
1131	14444
1132	14407
1133	14122
1134	14219
1135	14312
1136	13894
1137	14440
1138	13984
1139	14318
1140	14025
1141	14082
1142	14086
1143	13843
1144	13872
1145	13944
1146	13894
1147	13797
1148	13635
1149	13563
1150	13726
1151	13772
1152	13983
1153	13480
1154	13666
1155	13802
1156	13571
1157	13519
1158	13558
1159	13631
1160	13635
1161	13570
1162	13525
1163	13493
1164	13480
1165	13540
1166	13349
1167	13384
1168	13137
1169	13314
1170	13452
1171	13147
1172	13142
1173	13337
1174	13208
1175	13087
1176	13103
1177	13201
1178	13025
1179	12869
1180	13035
1181	12813
1182	12816
1183	12859
1184	12812
1185	12938
1186	12668
1187	12668
1188	12599
1189	12581
1190	12595
1191	12415
1192	12463
1193	12529
1194	12433
1195	12521
1196	12523
1197	12364
1198	12450
1199	12312
1200	12301
1201	12007
1202	12204
1203	12113
1204	12322
1205	12217
1206	12027
1207	11975
1208	12020
1209	11981
1210	11914
1211	11972
1212	12107
1213	11744
1214	11791
1215	11807
1216	11621
1217	11624
1218	11668
1219	11636
1220	11702
1221	11562
1222	11550
1223	11425
1224	11371
1225	11392
1226	11295
1227	11421
1228	11470
1229	11349
1230	11312
1231	11118
1232	11266
1233	11194
1234	11113
1235	11092
1236	11043
1237	11076
1238	11056
1239	10854
1240	10819
1241	10718
1242	10991
1243	10797
1244	10712
1245	10890
1246	10634
1247	10674
1248	10694
1249	10588
1250	10447
1251	10592
1252	10621
1253	10480
1254	10467
1255	10319
1256	10123
1257	10112
1258	10214
1259	10010
1260	10119
1261	10111
1262	9799
1263	10076
1264	10046
1265	9897
1266	9925
1267	9730
1268	10051
1269	9968
1270	9862
1271	9687
1272	9770
1273	9894
1274	9598
1275	9476
1276	9517
1277	9473
1278	9455
1279	9554
1280	9417
1281	9360
1282	9439
1283	9311
1284	9363
1285	9290
1286	9202
1287	9331
1288	9056
1289	9181
1290	9043
1291	9104
1292	9019
1293	8829
1294	9046
1295	8764
1296	8642
1297	8875
1298	8859
1299	8777
1300	8600
1301	8674
1302	8757
1303	8876
1304	8363
1305	8597
1306	8565
1307	8429
1308	8348
1309	8325
1310	8252
1311	8320
1312	8377
1313	8214
1314	8338
1315	8235
1316	8069
1317	8092
1318	8097
1319	7949
1320	7964
1321	7840
1322	7806
1323	7880
1324	7726
1325	7695
1326	7721
1327	7877
1328	7556
1329	7692
1330	7699
1331	7438
1332	7560
1333	7570
1334	7454
1335	7422
1336	7331
1337	7436
1338	7444
1339	7345
1340	7218
1341	7348
1342	7289
1343	7251
1344	7161
1345	7221
1346	6963
1347	7008
1348	7156
1349	6978
1350	7003
1351	6989
1352	6905
1353	6873
1354	6772
1355	6628
1356	6774
1357	6735
1358	6608
1359	6611
1360	6519
1361	6594
1362	6563
1363	6575
1364	6440
1365	6424
1366	6441
1367	6340
1368	6333
1369	6323
1370	6231
1371	6160
1372	6128
1373	6310
1374	6170
1375	6124
1376	5914
1377	6025
1378	6103
1379	6020
1380	5818
1381	5806
1382	5851
1383	5737
1384	5829
1385	5782
1386	5872
1387	5712
1388	5669
1389	5510
1390	5545
1391	5443
1392	5531
1393	5459
1394	5393
1395	5304
1396	5341
1397	5283
1398	5292
1399	5340
1400	5315
1401	5147
1402	5276
1403	5104
1404	5153
1405	5137
1406	4947
1407	5191
1408	5025
1409	4994
1410	4952
1411	4948
1412	4920
1413	4879
1414	4805
1415	4776
1416	4832
1417	4764
1418	4751
1419	4782
1420	4773
1421	4701
1422	4637
1423	4665
1424	4561
1425	4658
1426	4548
1427	4561
1428	4557
1429	4496
1430	4333
1431	4491
1432	4332
1433	4309
1434	4279
1435	4268
1436	4157
1437	4299
1438	4084
1439	4224
1440	4148
1441	4019
1442	4071
1443	4121
1444	3962
1445	4068
1446	4030
1447	4042
1448	3951
1449	3829
1450	3919
1451	3971
1452	3886
1453	3877
1454	3928
1455	3758
1456	3634
1457	3724
1458	3619
1459	3619
1460	3684
1461	3553
1462	3664
1463	3611
1464	3523
1465	3397
1466	3427
1467	3466
1468	3479
1469	3321
1470	3356
1471	3522
1472	3357
1473	3321
1474	3225
1475	3276
1476	3180
1477	3241
1478	3200
1479	3236
1480	3037
1481	3129
1482	3136
1483	3105
1484	3101
1485	3048
1486	3107
1487	3046
1488	3061
1489	2998
1490	3034
1491	2871
1492	2908
1493	3011
1494	2869
1495	2940
1496	2896
1497	2826
1498	2797
1499	2729
1500	2707
1501	2636
1502	2761
1503	2715
1504	2687
1505	2585
1506	2589
1507	2601
1508	2591
1509	2578
1510	2567
1511	2511
1512	2453
1513	2546
1514	2538
1515	2460
1516	2396
1517	2286
1518	2405
1519	2423
1520	2404
1521	2346
1522	2331
1523	2366
1524	2375
1525	2199
1526	2247
1527	2304
1528	2234
1529	2293
1530	2168
1531	2190
1532	2176
1533	2085
1534	2209
1535	2142
1536	2107
1537	2117
1538	2071
1539	2040
1540	2039
1541	2122
1542	1969
1543	1941
1544	2064
1545	1908
1546	1964
1547	1982
1548	1880
1549	2000
1550	1881
1551	1859
1552	1806
1553	1842
1554	1789
1555	1825
1556	1794
1557	1715
1558	1766
1559	1777
1560	1644
1561	1735
1562	1722
1563	1712
1564	1658
1565	1647
1566	1696
1567	1672
1568	1623
1569	1586
1570	1593
1571	1560
1572	1536
1573	1531
