0	65536
1	65536
2	65536
3	65536
4	65536
5	65536
6	65536
7	65536
8	65536
9	65536
10	65536
11	65536
12	65536
13	65536
14	65536
15	65536
16	65536
17	65536
18	65536
19	65536
20	65536
21	65536
22	65536
23	65536
24	65536
25	65536
26	65536
27	65536
28	65536
29	65536
30	65536
31	65536
32	65536
33	65536
34	65536
35	65536
36	65536
37	65536
38	65536
39	65536
40	65536
41	65536
42	65536
43	65536
44	65536
45	65536
46	65536
47	65536
48	65536
49	65536
50	65536
51	65536
52	65536
53	65536
54	65536
55	65536
56	65536
57	65536
58	65536
59	65536
60	65536
61	65536
62	65536
63	65536
64	65536
65	65536
66	65536
67	65536
68	65536
69	65536
70	65536
71	65536
72	65536
73	65536
74	65536
75	65536
76	65536
77	65536
78	65536
79	65536
80	65536
81	65536
82	65536
83	65536
84	65536
85	65536
86	65536
87	65536
88	65536
89	65536
90	65536
91	65536
92	65536
93	65536
94	65536
95	65536
96	65536
97	65536
98	65536
99	65536
100	65536
101	65536
102	65536
103	65536
104	65536
105	65536
106	65536
107	65536
108	65536
109	65536
110	65536
111	65536
112	65536
113	65536
114	65536
115	65536
116	65536
117	65536
118	65536
119	65536
120	65536
121	65536
122	65536
123	65536
124	65536
125	65536
126	65536
127	65536
128	65536
129	65536
130	65536
131	65536
132	65536
133	65536
134	65536
135	65536
136	65536
137	65536
138	65536
139	65536
140	65536
141	65536
142	65536
143	65536
144	65536
145	65536
146	65536
147	65536
148	65536
149	65536
150	65536
151	65536
152	65536
153	65536
154	65536
155	65536
156	65536
157	65536
158	65536
159	65536
160	65536
161	65536
162	65536
163	65536
164	65536
165	65536
166	65536
167	65536
168	65536
169	65536
170	65536
171	65536
172	65536
173	65536
174	65536
175	65536
176	65536
177	65536
178	65536
179	65536
180	65536
181	65536
182	65536
183	65536
184	65536
185	65536
186	65536
187	65536
188	65536
189	65536
190	65536
191	65536
192	65536
193	65536
194	65536
195	65536
196	65536
197	65536
198	65536
199	65536
200	65536
201	65536
202	65536
203	65536
204	65536
205	65536
206	65536
207	65536
208	65536
209	65536
210	65536
211	65536
212	65536
213	65536
214	65536
215	65536
216	65536
217	65536
218	65536
219	65536
220	65536
221	65536
222	65536
223	65536
224	65536
225	65536
226	65536
227	65536
228	65536
229	65536
230	65536
231	65536
232	65536
233	65536
234	65536
235	65536
236	65536
237	65536
238	65536
239	65536
240	65536
241	65536
242	65536
243	65536
244	65536
245	65536
246	65536
247	65536
248	65536
249	65536
250	65536
251	65536
252	65536
253	65536
254	65536
255	65536
256	65536
257	65536
258	65536
259	65536
260	65536
261	65536
262	65536
263	65536
264	65536
265	65536
266	65536
267	65536
268	65536
269	65536
270	65536
271	65536
272	65536
273	65536
274	65536
275	65536
276	65536
277	65536
278	65536
279	65536
280	65536
281	65536
282	65536
283	65536
284	65536
285	65536
286	65536
287	65536
288	65536
289	65536
290	65536
291	65536
292	65536
293	65536
294	65536
295	65536
296	65536
297	65536
298	65536
299	65536
300	65536
301	65536
302	65536
303	65536
304	65536
305	65536
306	65536
307	65536
308	65536
309	65536
310	65536
311	65536
312	65536
313	65536
314	65536
315	65536
316	65536
317	65536
318	65536
319	65536
320	65536
321	65536
322	65536
323	65536
324	65536
325	65536
326	65536
327	65536
328	65536
329	65536
330	65536
331	65536
332	65536
333	65536
334	65536
335	65536
336	65536
337	65536
338	65536
339	65536
340	65536
341	65536
342	65536
343	65536
344	65536
345	65536
346	65536
347	65536
348	65536
349	65536
350	65536
351	65536
352	65536
353	65536
354	65536
355	65536
356	65536
357	65536
358	65536
359	65536
360	65536
361	65536
362	65536
363	65536
364	65536
365	65536
366	65536
367	65536
368	65536
369	65536
370	65536
371	65536
372	65536
373	65536
374	65536
375	65536
376	65536
377	65536
378	65536
379	65536
380	65536
381	65536
382	65536
383	65536
384	65536
385	65536
386	65536
387	65536
388	65536
389	65536
390	65536
391	65536
392	65536
393	65536
394	65536
395	65536
396	65536
397	65536
398	65536
399	65536
400	65536
401	65536
402	65536
403	65536
404	65536
405	65536
406	65536
407	65536
408	65536
409	65536
410	65536
411	65536
412	65536
413	65536
414	65536
415	65536
416	65536
417	65536
418	65536
419	65536
420	65536
421	65536
422	65536
423	65536
424	65536
425	65536
426	65536
427	65536
428	65536
429	65536
430	65536
431	65536
432	65536
433	65536
434	65536
435	65536
436	65536
437	65536
438	65536
439	65536
440	65536
441	65536
442	65536
443	65536
444	65536
445	65536
446	65536
447	65536
448	65536
449	65536
450	65536
451	65536
452	65536
453	65536
454	65536
455	65536
456	65536
457	65536
458	65536
459	65536
460	65536
461	65536
462	65536
463	65536
464	65536
465	65536
466	65536
467	65536
468	65536
469	65536
470	65536
471	65536
472	65536
473	65536
474	65536
475	65536
476	65536
477	65536
478	65536
479	65536
480	65536
481	65536
482	65536
483	65536
484	65536
485	65536
486	65536
487	65536
488	65536
489	65536
490	65536
491	65536
492	65536
493	65536
494	65536
495	65536
496	65536
497	65536
498	65536
499	65536
500	65536
501	65536
502	65536
503	65536
504	65536
505	65536
506	65536
507	65536
508	65536
509	65536
510	65536
511	65536
512	65536
513	65536
514	65536
515	65536
516	65536
517	65536
